S 321
W 7096 30
W 7126 15
W 7141 31
W 7172 12
W 7184 10
W 7194 11
W 7205 31
W 7236 26
W 7262 23
W 7285 9
W 7294 4
W 7298 1
W 7299 28
W 7327 14
W 7341 22
W 7363 7
W 7370 30
W 7400 18
W 7418 12
W 7430 30
W 7460 25
W 7485 17
W 7502 1
W 7503 25
W 7528 23
W 7551 10
W 7561 5
W 7566 13
W 7579 10
W 7589 18
W 7607 18
W 7625 23
W 7648 24
W 7672 8
W 7680 29
W 7709 4
W 7713 6
W 7719 12
W 7731 2
W 7733 29
W 7762 14
W 7776 16
W 7792 17
W 7809 22
W 7831 17
W 7848 14
W 7862 18
W 7880 2
W 7882 32
W 7914 17
W 7931 18
W 7949 15
W 7964 6
W 7970 10
W 7980 14
W 7994 10
W 8004 9
W 8013 29
W 8042 15
W 8057 27
W 8084 3
W 8087 23
W 8110 2
W 8112 30
W 8142 16
W 8158 9
W 8167 30
W 8197 20
W 8217 10
W 8227 12
W 8239 30
W 8269 19
W 8288 4
W 8292 29
W 8321 28
W 8349 31
W 8380 17
W 8397 19
W 8416 21
W 8437 19
W 8456 32
W 8488 29
W 8517 4
W 8521 30
W 8551 32
W 8583 28
W 8611 4
W 8615 28
W 8643 20
W 8663 1
W 8664 23
W 8687 13
W 8700 4
W 8704 2
W 8706 11
W 8717 2
W 8719 21
W 8740 6
W 8746 31
W 8777 11
W 8788 2
W 8790 12
W 8802 25
W 8827 26
W 8853 4
W 8857 25
W 8882 7
W 8889 20
W 8909 21
W 8930 3
W 8933 22
W 8955 25
W 8980 28
W 9008 15
W 9023 10
W 9033 15
W 9048 10
W 9058 13
W 9071 7
W 9078 18
W 9096 28
W 9124 21
W 9145 32
W 9177 26
W 9203 2
W 9205 30
W 9235 7
W 9242 13
W 9255 8
W 9263 2
W 9265 32
W 9297 10
W 9307 9
W 9316 19
W 9335 4
W 9339 28
W 9367 18
W 9385 29
W 9414 5
W 9419 10
W 9429 2
W 9431 12
W 9443 13
W 9456 26
W 9482 26
W 9508 9
W 9517 25
W 9542 11
W 9553 20
W 9573 15
W 9588 20
W 9608 19
W 9627 7
W 9634 7
W 9641 4
W 9645 1
W 9646 32
W 9678 11
W 9689 18
W 9707 28
W 9735 17
W 9752 7
W 9759 11
W 9770 16
W 9786 8
W 9794 10
W 9804 9
W 9813 24
W 9837 27
W 9864 28
W 9892 18
W 9910 14
W 9924 18
W 9942 8
W 9950 7
W 9957 8
W 9965 18
W 9983 26
W 10009 28
W 10037 18
W 10055 8
W 10063 5
W 10068 17
W 10085 17
W 10102 12
W 10114 24
W 10138 22
W 10160 29
W 10189 16
W 10205 7
W 10212 13
W 10225 16
W 10241 12
W 10253 29
W 10282 15
W 10297 26
W 10323 27
W 10350 10
W 10360 9
W 10369 11
W 10380 21
W 10401 17
W 10418 9
W 10427 24
W 10451 16
W 10467 2
W 10469 6
W 10475 6
W 10481 19
W 10500 8
W 10508 31
W 10539 5
W 10544 27
W 10571 2
W 10573 26
W 10599 9
W 10608 7
W 10615 7
W 10622 12
W 10634 29
W 10663 5
W 10668 21
W 10689 4
W 10693 14
W 10707 14
W 10721 16
W 10737 23
W 10760 12
W 10772 2
W 10774 13
W 10787 28
W 10815 17
W 10832 23
W 10855 24
W 10879 19
W 10898 19
W 10917 19
W 10936 17
W 10953 26
W 10979 8
W 10987 20
W 11007 25
W 11032 17
W 11049 24
W 11073 13
W 11086 30
W 11116 22
W 11138 11
W 11149 11
W 11160 22
W 11182 29
W 11211 2
W 11213 23
W 11236 29
W 11265 5
W 11270 25
W 11295 30
W 11325 19
W 11344 23
W 11367 3
W 11370 18
W 11388 5
W 11393 26
W 11419 30
W 11449 31
W 11480 25
W 11505 12
W 11517 7
W 11524 28
W 11552 10
W 11562 29
W 11591 26
W 11617 31
W 11648 3
W 11651 1
W 11652 14
W 11666 3
W 11669 16
W 11685 27
W 11712 3
W 11715 4
W 11719 30
W 11749 24
W 11773 7
W 11780 18
W 11798 27
W 11825 17
W 11842 16
W 11858 15
W 11873 25
W 11898 32
W 11930 8
W 11938 10
W 11948 7
W 11955 30
W 11985 8
W 11993 8
W 12001 8
W 12009 2
W 12011 16
W 12027 12
W 12039 11
W 12050 16
W 12066 15
W 12081 12
W 12093 2
W 12095 32
W 12127 9
W 12136 3
W 12139 19
W 12158 15
W 12173 8
W 12181 21
W 12202 27
W 12229 8
W 12237 11
W 12248 30
W 12278 1
W 12279 17
W 12296 14
W 12310 17
W 12327 20
W 12347 4
W 12351 21
W 12372 21
W 12393 24
W 12417 31
W 12448 20
W 12468 10
W 12478 20
W 12498 29
W 12527 27
W 12554 31
W 12585 3
W 12588 5
W 12593 2
W 12595 30
W 12625 16
W 12641 19
W 12660 13
W 12673 14
W 12687 11
W 12698 30
W 12728 11
W 12739 9
W 12748 32
W 12780 31
W 12811 21
W 12832 22
W 12854 23
W 12877 32
W 12909 18
W 12927 4
W 12931 20
W 12951 20
W 12971 15
W 12986 27
W 13013 13
W 13026 14
W 13040 14
W 13054 17
W 13071 23
W 13094 16
W 13110 16
W 13126 21
W 13147 6
W 13153 1
W 13154 7
W 13161 29
W 13190 5
W 13195 9
W 13204 1
W 13205 13
W 13218 7
W 13225 5
W 13230 25
W 13255 6
W 13261 26
W 13287 4
W 13291 29
W 13320 13
W 13333 16
W 13349 16
W 13365 28
W 13393 3
W 13396 13
W 13409 16
W 13425 8
W 13433 16
W 13449 25
W 13474 28
W 13502 24
W 13526 17
W 13543 24
W 13567 14
W 13581 29
W 13610 26
W 13636 8
W 13644 8
W 13652 14
W 13666 16
W 13682 19
W 13701 31
W 13732 13
W 13745 29
W 13774 32
W 13806 7
W 13813 30
W 13843 18
W 13861 18
W 13879 17
W 13896 22
W 13918 18
W 13936 20
W 13956 24
W 13980 31
W 14011 28
W 14039 18
W 14057 15
W 14072 13
W 14085 14
W 14099 16
W 14115 7
W 14122 3
W 14125 17
W 14142 18
W 14160 15
W 14175 16
W 14191 6
W 14197 14
W 14211 20
W 14231 24
W 14255 30
W 14285 6
W 14291 5
W 14296 7
W 14303 3
W 14306 23
W 14329 1
W 14330 26
W 14356 32
W 14388 3
W 14391 3
W 14394 23
W 14417 31
W 14448 10
W 14458 23
W 14481 14
W 14495 32
W 14527 32
W 14559 2
W 14561 6
W 14567 30
W 14597 25
W 14622 24
W 14646 10
W 14656 30
W 14686 12
W 14698 5
W 14703 14
W 14717 30
W 14747 2
W 14749 6
W 14755 14
W 14769 32
W 14801 18
W 14819 17
W 14836 14
W 14850 24
W 14874 27
W 14901 14
W 14915 7
W 14922 30
W 14952 7
W 14959 3
W 14962 28
W 14990 31
W 15021 11
W 15032 7
W 15039 11
W 15050 1
W 15051 1
W 15052 9
W 15061 16
W 15077 31
W 15108 32
W 15140 30
W 15170 15
W 15185 12
W 15197 18
W 15215 18
W 15233 21
W 15254 26
W 15280 8
W 15288 10
W 15298 27
W 15325 25
W 15350 30
W 15380 26
W 15406 16
W 15422 5
W 15427 18
W 15445 30
W 15475 31
W 15506 18
W 15524 7
W 15531 29
W 15560 17
W 15577 16
W 15593 7
W 15600 22
W 15622 12
W 15634 7
W 15641 17
W 15658 20
W 15678 22
W 15700 32
W 15732 26
W 15758 5
W 15763 22
W 15785 10
W 15795 7
W 15802 18
W 15820 16
W 15836 29
W 15865 14
W 15879 9
W 15888 22
W 15910 20
W 15930 24
W 15954 22
W 15976 6
W 15982 15
W 15997 3
W 16000 27
W 16027 16
W 16043 17
W 16060 23
W 16083 28
W 16111 4
W 16115 25
W 16140 9
W 16149 26
W 16175 5
W 16180 3
W 16183 9
W 16192 10
W 16202 21
W 16223 18
W 16241 8
W 16249 3
W 16252 22
W 16274 7
W 16281 31
W 16312 29
W 16341 9
W 16350 22
W 16372 27
W 16399 8
W 16407 18
W 16425 19
W 16444 9
W 16453 29
W 16482 22
W 16504 18
W 16522 25
W 16547 32
W 16579 5
W 16584 18
W 16602 3
W 16605 11
W 16616 12
W 16628 16
W 16644 22
W 16666 15
W 16681 30
W 16711 16
W 16727 18
W 16745 21
W 16766 22
W 16788 30
W 16818 7
W 16825 17
W 16842 31
W 16873 10
W 16883 22
W 16905 21
W 16926 4
W 16930 23
W 16953 14
W 16967 15
W 16982 26
W 17008 3
W 17011 14
W 17025 17
W 17042 29
W 17071 5
W 17076 4
W 17080 12
W 17092 1
W 17093 7
W 17100 2
W 17102 32
W 17134 31
W 17165 7
W 17172 1
W 17173 18
W 17191 5
W 17196 29
W 17225 22
W 17247 9
W 17256 24
W 17280 7
W 17287 23
W 17310 6
W 17316 16
W 17332 3
W 17335 10
W 17345 27
W 17372 18
W 17390 16
W 17406 10
W 17416 3
W 17419 25
W 17444 20
W 17464 20
W 17484 13
W 17497 7
W 17504 9
W 17513 3
W 17516 28
W 17544 16
W 17560 13
W 17573 8
W 17581 29
W 17610 8
W 17618 8
W 17626 14
W 17640 8
W 17648 30
W 17678 17
W 17695 31
W 17726 28
W 17754 25
W 17779 12
W 17791 30
W 17821 10
W 17831 27
W 17858 27
W 17885 16
W 17901 17
W 17918 18
W 17936 4
W 17940 16
W 17956 31
W 17987 19
W 18006 16
W 18022 11
W 18033 20
W 18053 22
W 18075 29
W 18104 22
W 18126 1
W 18127 2
W 18129 15
W 18144 30
W 18174 29
W 18203 29
W 18232 26
W 18258 7
W 18265 27
W 18292 19
W 18311 9
W 18320 6
W 18326 17
W 18343 13
W 18356 28
W 18384 10
W 18394 20
W 18414 9
W 18423 11
W 18434 11
W 18445 9
W 18454 9
W 18463 1
W 18464 7
W 18471 30
W 18501 16
W 18517 8
W 18525 3
W 18528 1
W 18529 3
W 18532 13
W 18545 1
W 18546 16
W 18562 27
W 18589 31
W 18620 13
W 18633 13
W 18646 18
W 18664 21
W 18685 19
W 18704 19
W 18723 18
W 18741 32
W 18773 8
W 18781 2
W 18783 21
W 18804 2
W 18806 31
W 18837 14
W 18851 20
W 18871 9
W 18880 12
W 18892 8
W 18900 13
W 18913 25
W 18938 2
W 18940 12
W 18952 29
W 18981 10
W 18991 2
W 18993 8
W 19001 15
W 19016 29
W 19045 20
W 19065 13
W 19078 6
W 19084 31
W 19115 2
W 19117 14
W 19131 5
W 19136 22
W 19158 22
W 19180 6
W 19186 29
W 19215 13
W 19228 2
W 19230 26
W 19256 17
W 19273 11
W 19284 6
W 19290 32
W 19322 3
W 19325 13
W 19338 24
W 19362 3
W 19365 5
W 19370 19
W 19389 32
W 19421 6
W 19427 4
W 19431 15
W 19446 4
W 19450 14
W 19464 12
W 19476 20
W 19496 12
W 19508 8
W 19516 20
W 19536 10
W 19546 30
W 19576 19
W 19595 24
W 19619 16
W 19635 21
W 19656 27
W 19683 25
W 19708 19
W 19727 4
W 19731 29
W 19760 26
W 19786 11
W 19797 32
W 19829 20
W 19849 27
W 19876 2
W 19878 24
W 19902 24
W 19926 16
W 19942 16
W 19958 14
W 19972 9
W 19981 22
W 20003 13
W 20016 15
W 20031 2
W 20033 26
W 20059 4
W 20063 9
W 20072 8
W 20080 30
W 20110 23
W 20133 29
W 20162 27
W 20189 23
W 20212 32
W 20244 32
W 20276 13
W 20289 13
W 20302 24
W 20326 11
W 20337 21
W 20358 7
W 20365 12
W 20377 11
W 20388 10
W 20398 9
W 20407 16
W 20423 2
W 20425 28
W 20453 27
W 20480 24
W 20504 23
W 20527 30
W 20557 15
W 20572 11
W 20583 3
W 20586 11
W 20597 16
W 20613 8
W 20621 8
W 20629 32
W 20661 16
W 20677 32
W 20709 7
W 20716 11
W 20727 14
W 20741 28
W 20769 5
W 20774 9
W 20783 13
W 20796 17
W 20813 23
W 20836 7
W 20843 17
W 20860 5
W 20865 14
W 20879 18
W 20897 20
W 20917 12
W 20929 5
W 20934 9
W 20943 13
W 20956 29
W 20985 16
W 21001 1
W 21002 30
W 21032 22
W 21054 3
W 21057 6
W 21063 8
W 21071 26
W 21097 14
W 21111 31
W 21142 5
W 21147 11
W 21158 16
W 21174 16
W 21190 29
W 21219 14
W 21233 18
W 21251 24
W 21275 29
W 21304 2
W 21306 20
W 21326 23
W 21349 15
W 21364 3
W 21367 9
W 21376 4
W 21380 2
W 21382 13
W 21395 22
W 21417 27
W 21444 8
W 21452 5
W 21457 16
W 21473 28
W 21501 3
W 21504 29
W 21533 20
W 21553 1
W 21554 19
W 21573 12
W 21585 27
W 21612 17
W 21629 8
W 21637 32
W 21669 20
W 21689 10
W 21699 9
W 21708 8
W 21716 8
W 21724 14
W 21738 24
W 21762 15
W 21777 26
W 21803 22
W 21825 27
W 21852 12
W 21864 32
W 21896 13
W 21909 26
W 21935 23
W 21958 25
W 21983 5
W 21988 10
W 21998 17
W 22015 24
W 22039 19
W 22058 3
W 22061 5
W 22066 13
W 22079 31
W 22110 30
W 22140 22
W 22162 27
W 22189 23
W 22212 27
W 22239 4
W 22243 18
W 22261 28
W 22289 31
W 22320 10
W 22330 27
W 22357 8
W 22365 22
W 22387 1
W 22388 2
W 22390 22
W 22412 15
W 22427 8
W 22435 4
W 22439 31
W 22470 18
W 22488 31
W 22519 26
W 22545 5
W 22550 32
W 22582 16
W 22598 5
W 22603 16
W 22619 32
W 22651 7
W 22658 1
W 22659 8
W 22667 28
W 22695 13
W 22708 27
W 22735 10
W 22745 4
W 22749 26
W 22775 3
W 22778 18
W 22796 30
W 22826 5
W 22831 11
W 22842 7
W 22849 5
W 22854 7
W 22861 1
W 22862 9
W 22871 10
W 22881 8
W 22889 32
W 22921 25
W 22946 2
W 22948 25
W 22973 4
W 22977 15
W 22992 31
W 23023 12
W 23035 4
W 23039 24
W 23063 27
W 23090 16
W 23106 12
W 23118 12
W 23130 13
W 23143 23
W 23166 3
W 23169 14
W 23183 9
W 23192 14
W 23206 25
W 23231 25
W 23256 2
W 23258 13
W 23271 11
W 23282 8
W 23290 12
W 23302 29
W 23331 21
W 23352 28
W 23380 29
W 23409 10
W 23419 6
W 23425 19
W 23444 16
W 23460 20
W 23480 30
W 23510 25
W 23535 30
W 23565 18
W 23583 19
W 23602 27
W 23629 2
W 23631 12
W 23643 8
W 23651 23
W 23674 26
W 23700 30
W 23730 2
W 23732 9
W 23741 6
W 23747 19
W 23766 24
W 23790 29
W 23819 18
W 23837 27
W 23864 5
W 23869 16
W 23885 9
W 23894 17
W 23911 4
W 23915 2
W 23917 30
W 23947 18
W 23965 16
W 23981 3
W 23984 9
W 23993 15
W 24008 9
W 24017 27
W 24044 31
W 24075 14
W 24089 2
W 24091 10
W 24101 5
W 24106 10
W 24116 16
W 24132 20
W 24152 30
W 24182 16
W 24198 16
W 24214 17
W 24231 15
W 24246 24
W 24270 2
W 24272 6
W 24278 32
W 24310 13
W 24323 12
W 24335 24
W 24359 29
W 24388 32
W 24420 12
W 24432 10
W 24442 15
W 24457 2
W 24459 2
W 24461 27
W 24488 18
W 24506 5
W 24511 19
W 24530 9
W 24539 3
W 24542 2
W 24544 17
W 24561 2
W 24563 19
W 24582 32
W 24614 32
W 24646 4
W 24650 5
W 24655 15
W 24670 25
W 24695 30
W 24725 24
W 24749 30
W 24779 23
W 24802 16
W 24818 8
W 24826 13
W 24839 7
W 24846 22
W 24868 16
W 24884 24
W 24908 27
W 24935 21
W 24956 6
W 24962 6
W 24968 29
W 24997 26
W 25023 14
W 25037 27
W 25064 20
W 25084 16
W 25100 17
W 25117 16
W 25133 2
W 25135 30
W 25165 31
W 25196 32
W 25228 22
W 25250 16
W 25266 32
W 25298 19
W 25317 1
W 25318 5
W 25323 8
W 25331 9
W 25340 23
W 25363 20
W 25383 30
W 25413 10
W 25423 5
W 25428 30
W 25458 22
W 25480 4
W 25484 24
W 25508 31
W 25539 27
W 25566 4
W 25570 7
W 25577 26
W 25603 9
W 25612 8
W 25620 18
W 25638 20
W 25658 13
W 25671 19
W 25690 9
W 25699 22
W 25721 31
W 25752 5
W 25757 11
W 25768 10
W 25778 6
W 25784 29
W 25813 19
W 25832 17
W 25849 23
W 25872 3
W 25875 7
W 25882 28
W 25910 8
W 25918 30
W 25948 11
W 25959 16
W 25975 15
W 25990 13
W 26003 14
W 26017 28
W 26045 5
W 26050 9
W 26059 26
W 26085 13
W 26098 14
W 26112 5
W 26117 16
W 26133 9
W 26142 21
W 26163 8
W 26171 19
W 26190 20
W 26210 16
W 26226 29
W 26255 12
W 26267 26
W 26293 28
W 26321 5
W 26326 26
W 26352 25
W 26377 4
W 26381 2
W 26383 9
W 26392 18
W 26410 3
W 26413 19
W 26432 31
W 26463 26
W 26489 18
W 26507 3
W 26510 23
W 26533 19
W 26552 4
W 26556 31
W 26587 3
W 26590 27
W 26617 5
W 26622 3
W 26625 20
W 26645 32
W 26677 7
W 26684 12
W 26696 10
W 26706 25
W 26731 25
W 26756 11
W 26767 12
W 26779 32
W 26811 23
W 26834 31
W 26865 28
W 26893 28
W 26921 17
W 26938 7
W 26945 5
W 26950 21
W 26971 23
W 26994 31
W 27025 23
W 27048 11
W 27059 29
W 27088 32
W 27120 27
W 27147 4
W 27151 28
W 27179 12
W 27191 20
W 27211 8
W 27219 12
W 27231 6
W 27237 13
W 27250 12
W 27262 8
W 27270 15
W 27285 9
W 27294 32
W 27326 24
W 27350 4
W 27354 25
W 27379 19
W 27398 29
W 27427 29
W 27456 2
W 27458 9
W 27467 5
W 27472 19
W 27491 11
W 27502 3
W 27505 32
W 27537 23
W 27560 8
W 27568 27
W 27595 2
W 27597 13
W 27610 10
W 27620 3
W 27623 32
W 27655 4
W 27659 16
W 27675 31
W 27706 7
W 27713 7
W 27720 24
W 27744 24
W 27768 24
W 27792 20
W 27812 13
W 27825 15
W 27840 25
W 27865 9
W 27874 25
W 27899 8
W 27907 2
W 27909 18
W 27927 19
W 27946 24
W 27970 15
W 27985 17
W 28002 6
W 28008 17
W 28025 32
W 28057 10
W 28067 19
W 28086 29
W 28115 19
W 28134 1
W 28135 26
W 28161 14
W 28175 8
W 28183 9
W 28192 5
W 28197 2
W 28199 8
W 28207 7
W 28214 27
W 28241 11
W 28252 17
W 28269 28
W 28297 20
W 28317 27
W 28344 10
W 28354 6
W 28360 5
W 28365 10
W 28375 26
W 28401 24
W 28425 10
W 28435 22
W 28457 3
W 28460 6
W 28466 3
W 28469 6
W 28475 6
W 28481 28
W 28509 30
W 28539 30
W 28569 14
W 28583 13
W 28596 1
W 28597 23
W 28620 20
W 28640 18
R 0 9
R 9 19
R 28 26
R 54 2
R 56 21
R 77 25
R 102 8
R 110 8
R 118 10
R 128 18
R 146 5
R 151 31
R 182 3
R 185 17
R 202 29
R 231 18
R 249 21
R 270 8
R 278 23
R 301 19
R 320 22
R 342 31
R 373 22
R 395 23
R 418 2
R 420 4
R 424 3
R 427 26
R 453 21
R 474 15
R 489 3
R 492 21
R 513 6
R 519 5
R 524 20
R 544 23
R 567 12
R 579 5
R 584 4
R 588 18
R 606 25
R 631 24
R 655 25
R 680 12
R 692 24
R 716 5
R 721 29
R 750 18
R 768 27
R 795 5
R 800 13
R 813 30
R 843 25
R 868 29
R 897 28
R 925 5
R 930 10
R 940 1
R 941 18
R 959 30
R 989 21
R 1010 7
R 1017 4
R 1021 19
R 1040 13
R 1053 26
R 1079 31
R 1110 4
R 1114 28
R 1142 8
R 1150 13
R 1163 26
R 1189 8
R 1197 30
R 1227 1
R 1228 5
R 1233 3
R 1236 29
R 1265 14
R 1279 24
R 1303 18
R 1321 1
R 1322 14
R 1336 31
R 1367 24
R 1391 24
R 1415 2
R 1417 18
R 1435 7
R 1442 31
R 1473 3
R 1476 3
R 1479 4
R 1483 5
R 1488 5
R 1493 30
R 1523 10
R 1533 18
R 1551 8
R 1559 26
R 1585 5
R 1590 31
R 1621 26
R 1647 29
R 1676 4
R 1680 31
R 1711 21
R 1732 24
R 1756 19
R 1775 32
R 1807 10
R 1817 27
R 1844 5
R 1849 11
R 1860 9
R 1869 25
R 1894 29
R 1923 19
R 1942 9
R 1951 13
R 1964 26
R 1990 32
R 2022 32
R 2054 22
R 2076 21
R 2097 14
R 2111 8
R 2119 18
R 2137 17
R 2154 25
R 2179 7
R 2186 10
R 2196 29
R 2225 18
R 2243 24
R 2267 28
R 2295 3
R 2298 14
R 2312 12
R 2324 5
R 2329 7
R 2336 15
R 2351 30
R 2381 1
R 2382 2
R 2384 24
R 2408 28
R 2436 8
R 2444 9
R 2453 9
R 2462 24
R 2486 2
R 2488 13
R 2501 12
R 2513 15
R 2528 28
R 2556 28
R 2584 26
R 2610 31
R 2641 6
R 2647 16
R 2663 25
R 2688 24
R 2712 26
R 2738 23
R 2761 14
R 2775 15
R 2790 7
R 2797 17
R 2814 1
R 2815 30
R 2845 29
R 2874 28
R 2902 5
R 2907 25
R 2932 2
R 2934 15
R 2949 13
R 2962 32
R 2994 31
R 3025 30
R 3055 7
R 3062 12
R 3074 24
R 3098 5
R 3103 29
R 3132 26
R 3158 22
R 3180 26
R 3206 15
R 3221 8
R 3229 4
R 3233 23
R 3256 12
R 3268 7
R 3275 15
R 3290 32
R 3322 32
R 3354 13
R 3367 9
R 3376 23
R 3399 14
R 3413 14
R 3427 25
R 3452 8
R 3460 1
R 3461 29
R 3490 20
R 3510 18
R 3528 8
R 3536 20
R 3556 10
R 3566 15
R 3581 11
R 3592 2
R 3594 15
R 3609 22
R 3631 7
R 3638 4
R 3642 5
R 3647 1
R 3648 6
R 3654 27
R 3681 13
R 3694 11
R 3705 20
R 3725 9
R 3734 10
R 3744 9
R 3753 2
R 3755 21
R 3776 18
R 3794 30
R 3824 2
R 3826 14
R 3840 32
R 3872 9
R 3881 28
R 3909 9
R 3918 10
R 3928 3
R 3931 8
R 3939 20
R 3959 6
R 3965 17
R 3982 12
R 3994 9
R 4003 25
R 4028 14
R 4042 13
R 4055 3
R 4058 29
R 4087 1
R 4088 5
R 4093 11
R 4104 6
R 4110 15
R 4125 15
R 4140 22
R 4162 22
R 4184 17
R 4201 6
R 4207 3
R 4210 7
R 4217 32
R 4249 27
R 4276 6
R 4282 13
R 4295 3
R 4298 15
R 4313 8
R 4321 4
R 4325 31
R 4356 5
R 4361 16
R 4377 12
R 4389 1
R 4390 2
R 4392 12
R 4404 29
R 4433 18
R 4451 15
R 4466 14
R 4480 4
R 4484 15
R 4499 32
R 4531 22
R 4553 32
R 4585 16
R 4601 27
R 4628 19
R 4647 12
R 4659 32
R 4691 5
R 4696 9
R 4705 12
R 4717 2
R 4719 26
R 4745 9
R 4754 16
R 4770 9
R 4779 10
R 4789 15
R 4804 13
R 4817 2
R 4819 2
R 4821 31
R 4852 29
R 4881 28
R 4909 20
R 4929 30
R 4959 17
R 4976 17
R 4993 18
R 5011 21
R 5032 29
R 5061 29
R 5090 20
R 5110 24
R 5134 24
R 5158 9
R 5167 8
R 5175 26
R 5201 26
R 5227 16
R 5243 12
R 5255 22
R 5277 7
R 5284 16
R 5300 2
R 5302 25
R 5327 12
R 5339 7
R 5346 11
R 5357 25
R 5382 4
R 5386 5
R 5391 19
R 5410 23
R 5433 12
R 5445 14
R 5459 1
R 5460 16
R 5476 10
R 5486 9
R 5495 30
R 5525 7
R 5532 21
R 5553 31
R 5584 8
R 5592 28
R 5620 10
R 5630 31
R 5661 4
R 5665 30
R 5695 7
R 5702 1
R 5703 15
R 5718 16
R 5734 10
R 5744 11
R 5755 11
R 5766 31
R 5797 4
R 5801 6
R 5807 17
R 5824 2
R 5826 14
R 5840 16
R 5856 11
R 5867 6
R 5873 3
R 5876 2
R 5878 4
R 5882 27
R 5909 14
R 5923 15
R 5938 7
R 5945 26
R 5971 8
R 5979 26
R 6005 9
R 6014 8
R 6022 14
R 6036 16
R 6052 21
R 6073 3
R 6076 25
R 6101 14
R 6115 30
R 6145 28
R 6173 1
R 6174 6
R 6180 13
R 6193 28
R 6221 22
R 6243 29
R 6272 8
R 6280 6
R 6286 8
R 6294 26
R 6320 27
R 6347 16
R 6363 27
R 6390 10
R 6400 27
R 6427 25
R 6452 2
R 6454 10
R 6464 23
R 6487 6
R 6493 20
R 6513 30
R 6543 1
R 6544 22
R 6566 12
R 6578 3
R 6581 13
R 6594 25
R 6619 14
R 6633 2
R 6635 25
R 6660 8
R 6668 23
R 6691 18
R 6709 1
R 6710 30
R 6740 20
R 6760 5
R 6765 9
R 6774 8
R 6782 4
R 6786 20
R 6806 3
R 6809 20
R 6829 7
R 6836 1
R 6837 24
R 6861 1
R 6862 24
R 6886 17
R 6903 3
R 6906 15
R 6921 7
R 6928 4
R 6932 4
R 6936 17
R 6953 21
R 6974 14
R 6988 14
R 7002 31
R 7033 14
R 7047 21
R 7068 32
R 7100 18
R 7118 29
R 7147 32
R 7179 22
R 7201 23
R 7224 12
R 7236 20
R 7256 30
R 7286 2
R 7288 22
R 7310 30
R 7340 6
R 7346 12
R 7358 1
R 7359 5
R 7364 15
R 7379 20
R 7399 8
R 7407 3
R 7410 5
R 7415 9
R 7424 32
R 7456 1
R 7457 8
R 7465 18
R 7483 13
R 7496 17
R 7513 27
R 7540 12
R 7552 13
R 7565 25
R 7590 12
R 7602 7
R 7609 28
R 7637 15
R 7652 5
R 7657 5
R 7662 16
R 7678 25
R 7703 8
R 7711 29
R 7740 24
R 7764 23
R 7787 13
R 7800 31
R 7831 28
R 7859 5
R 7864 2
R 7866 1
R 7867 27
R 7894 11
R 7905 30
R 7935 17
R 7952 11
R 7963 2
R 7965 22
R 7987 4
R 7991 19
R 8010 10
R 8020 14
R 8034 17
R 8051 1
R 8052 14
R 8066 11
R 8077 5
R 8082 10
R 8092 10
R 8102 19
R 8121 17
R 8138 26
R 8164 21
R 8185 8
R 8193 16
R 8209 29
R 8238 17
R 8255 26
R 8281 18
R 8299 10
R 8309 13
R 8322 26
R 8348 31
R 8379 32
R 8411 19
R 8430 12
R 8442 12
R 8454 27
R 8481 3
R 8484 9
R 8493 19
R 8512 6
R 8518 1
R 8519 30
R 8549 2
R 8551 8
R 8559 19
R 8578 11
R 8589 16
R 8605 32
R 8637 17
R 8654 5
R 8659 14
R 8673 16
R 8689 25
R 8714 2
R 8716 9
R 8725 14
R 8739 8
R 8747 30
R 8777 26
R 8803 20
R 8823 9
R 8832 17
R 8849 19
R 8868 18
R 8886 2
R 8888 14
R 8902 19
R 8921 10
R 8931 17
R 8948 22
R 8970 28
R 8998 28
R 9026 15
R 9041 5
R 9046 5
R 9051 7
R 9058 20
R 9078 10
R 9088 32
R 9120 20
R 9140 30
R 9170 8
R 9178 5
R 9183 27
R 9210 2
R 9212 19
R 9231 1
R 9232 3
R 9235 31
R 9266 7
R 9273 30
R 9303 22
R 9325 2
R 9327 19
R 9346 6
R 9352 32
R 9384 29
R 9413 22
R 9435 27
R 9462 10
R 9472 22
R 9494 12
R 9506 30
R 9536 15
R 9551 30
R 9581 13
R 9594 5
R 9599 16
R 9615 18
R 9633 30
R 9663 8
R 9671 26
R 9697 12
R 9709 27
R 9736 1
R 9737 30
R 9767 16
R 9783 14
R 9797 11
R 9808 25
R 9833 18
R 9851 13
R 9864 6
R 9870 2
R 9872 31
R 9903 6
R 9909 10
R 9919 13
R 9932 20
R 9952 32
R 9984 30
R 10014 2
R 10016 26
R 10042 17
R 10059 2
R 10061 11
R 10072 8
R 10080 24
R 10104 7
R 10111 27
R 10138 11
R 10149 16
R 10165 20
R 10185 14
R 10199 11
R 10210 3
R 10213 28
R 10241 30
R 10271 8
R 10279 32
R 10311 12
R 10323 3
R 10326 2
R 10328 12
R 10340 7
R 10347 1
R 10348 2
R 10350 29
R 10379 25
R 10404 27
R 10431 2
R 10433 17
R 10450 31
R 10481 29
R 10510 7
R 10517 29
R 10546 14
R 10560 21
R 10581 29
R 10610 27
R 10637 1
R 10638 6
R 10644 3
R 10647 15
R 10662 31
R 10693 10
R 10703 11
R 10714 5
R 10719 19
R 10738 8
R 10746 32
R 10778 14
R 10792 10
R 10802 6
R 10808 18
R 10826 1
R 10827 25
